mod,type,dupes,itemId,threadIndex
8% of Physical Damage from Hits taken as Fire Damage,implicit,1,a726a96696bc9ef8b00d033bb82bc082fc58af74deedcae3d20037e04b408eee,3527730
28% reduced Mana Cost of Attacks,implicit,1,a726a96696bc9ef8b00d033bb82bc082fc58af74deedcae3d20037e04b408eee,3527730
+99 to maximum Life,explicit,1,a726a96696bc9ef8b00d033bb82bc082fc58af74deedcae3d20037e04b408eee,3527730
10% increased Mana Reservation Efficiency of Skills,explicit,1,a726a96696bc9ef8b00d033bb82bc082fc58af74deedcae3d20037e04b408eee,3527730
+73 to maximum Mana,fractured,1,a726a96696bc9ef8b00d033bb82bc082fc58af74deedcae3d20037e04b408eee,3527730
20% increased Quantity of Items found,fractured,1,a726a96696bc9ef8b00d033bb82bc082fc58af74deedcae3d20037e04b408eee,3527730
10% increased Mana Reservation Efficiency of Skills,fractured,1,a726a96696bc9ef8b00d033bb82bc082fc58af74deedcae3d20037e04b408eee,3527730
60% increased Rarity of Items Dropped by Slain Rare or Unique Enemies,fractured,1,a726a96696bc9ef8b00d033bb82bc082fc58af74deedcae3d20037e04b408eee,3527730
8% of Physical Damage from Hits taken as Fire Damage,crafted,1,a726a96696bc9ef8b00d033bb82bc082fc58af74deedcae3d20037e04b408eee,3527730
Smite has 30% increased Aura Effect,enchant,1,a5f0cd15a31533cf14ff8dde9ea867129c03097f92c753b62c44df2a7eaf132c,3527730
20% increased Mana Regeneration Rate,implicit,1,a5f0cd15a31533cf14ff8dde9ea867129c03097f92c753b62c44df2a7eaf132c,3527730
11% increased Cast Speed,implicit,1,a5f0cd15a31533cf14ff8dde9ea867129c03097f92c753b62c44df2a7eaf132c,3527730
+61 to maximum Energy Shield,explicit,1,a5f0cd15a31533cf14ff8dde9ea867129c03097f92c753b62c44df2a7eaf132c,3527730
26% increased Rarity of Items found,explicit,1,a5f0cd15a31533cf14ff8dde9ea867129c03097f92c753b62c44df2a7eaf132c,3527730
10% increased Mana Reservation Efficiency of Skills,explicit,1,a5f0cd15a31533cf14ff8dde9ea867129c03097f92c753b62c44df2a7eaf132c,3527730
132% increased Energy Shield,fractured,1,a5f0cd15a31533cf14ff8dde9ea867129c03097f92c753b62c44df2a7eaf132c,3527730
+73 to maximum Mana,fractured,1,a5f0cd15a31533cf14ff8dde9ea867129c03097f92c753b62c44df2a7eaf132c,3527730
20% increased Quantity of Items found,fractured,1,a5f0cd15a31533cf14ff8dde9ea867129c03097f92c753b62c44df2a7eaf132c,3527730
10% increased Mana Reservation Efficiency of Skills,fractured,1,a5f0cd15a31533cf14ff8dde9ea867129c03097f92c753b62c44df2a7eaf132c,3527730
Kinetic Blast has a 75% chance for an additional explosion,enchant,1,cfbe3de7b8034f160c85c55e2c258f0b8cf9aec93900fc612f29a0d172c1f6a4,3527730
12% increased Mana Reservation Efficiency of Skills,implicit,1,cfbe3de7b8034f160c85c55e2c258f0b8cf9aec93900fc612f29a0d172c1f6a4,3527730
26% reduced Mana Cost of Attacks,implicit,1,cfbe3de7b8034f160c85c55e2c258f0b8cf9aec93900fc612f29a0d172c1f6a4,3527730
+61 to maximum Energy Shield,explicit,1,cfbe3de7b8034f160c85c55e2c258f0b8cf9aec93900fc612f29a0d172c1f6a4,3527730
50% increased Rarity of Items found,explicit,1,cfbe3de7b8034f160c85c55e2c258f0b8cf9aec93900fc612f29a0d172c1f6a4,3527730
+73 to maximum Mana,fractured,1,cfbe3de7b8034f160c85c55e2c258f0b8cf9aec93900fc612f29a0d172c1f6a4,3527730
20% increased Quantity of Items found,fractured,1,cfbe3de7b8034f160c85c55e2c258f0b8cf9aec93900fc612f29a0d172c1f6a4,3527730
10% increased Mana Reservation Efficiency of Skills,fractured,1,cfbe3de7b8034f160c85c55e2c258f0b8cf9aec93900fc612f29a0d172c1f6a4,3527730
60% increased Rarity of Items Dropped by Slain Rare or Unique Enemies,fractured,1,cfbe3de7b8034f160c85c55e2c258f0b8cf9aec93900fc612f29a0d172c1f6a4,3527730
Tornado Shot fires 2 additional secondary Projectiles,enchant,1,2c37b9780d21198aa18dad6d123c58d4983d9c75e42b93885335ee2d3f473880,3527730
12% increased Mana Reservation Efficiency of Skills,implicit,1,2c37b9780d21198aa18dad6d123c58d4983d9c75e42b93885335ee2d3f473880,3527730
26% reduced Mana Cost of Attacks,implicit,1,2c37b9780d21198aa18dad6d123c58d4983d9c75e42b93885335ee2d3f473880,3527730
+99 to maximum Life,explicit,1,2c37b9780d21198aa18dad6d123c58d4983d9c75e42b93885335ee2d3f473880,3527730
20% increased Quantity of Items found,explicit,1,2c37b9780d21198aa18dad6d123c58d4983d9c75e42b93885335ee2d3f473880,3527730
50% increased Rarity of Items found,explicit,1,2c37b9780d21198aa18dad6d123c58d4983d9c75e42b93885335ee2d3f473880,3527730
Nearby Enemies have -9% to Cold Resistance,explicit,1,2c37b9780d21198aa18dad6d123c58d4983d9c75e42b93885335ee2d3f473880,3527730
8% of Physical Damage from Hits taken as Fire Damage,crafted,1,2c37b9780d21198aa18dad6d123c58d4983d9c75e42b93885335ee2d3f473880,3527730
Spark fires 3 additional Projectiles,enchant,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
+1 to Level of Socketed Aura Gems,implicit,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
Socketed Skill Gems get a 96% Cost & Reservation Multiplier,implicit,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
15% increased effect of Non-Curse Auras from your Skills,implicit,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
+1 to Level of Socketed Strength Gems,explicit,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
+1 to Level of Socketed Intelligence Gems,explicit,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
+2 to Level of Socketed AoE Gems,explicit,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
+2 to Level of Socketed Aura Gems,explicit,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
+61 to maximum Energy Shield,explicit,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
9% increased Area of Effect,explicit,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
+1 to Level of Socketed Melee Gems,crafted,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
+0.2 metres to Melee Strike Range,crafted,1,bcb0648f42fd3d25ee174ab00bc35fd64446275edd1401dde4c86c040d8ef3b8,3527730
Determination has 30% increased Mana Reservation Efficiency,enchant,1,69b20290bca3af0cede993d424aec0e140e364e6363fb3cb333b2f862bfbe40c,3527730
+14 to maximum Life,implicit,1,69b20290bca3af0cede993d424aec0e140e364e6363fb3cb333b2f862bfbe40c,3527730
15% increased Rarity of Items found,implicit,1,69b20290bca3af0cede993d424aec0e140e364e6363fb3cb333b2f862bfbe40c,3527730
15% increased effect of Non-Curse Auras from your Skills,implicit,1,69b20290bca3af0cede993d424aec0e140e364e6363fb3cb333b2f862bfbe40c,3527730
+99 to maximum Life,explicit,1,69b20290bca3af0cede993d424aec0e140e364e6363fb3cb333b2f862bfbe40c,3527730
20% increased Quantity of Items found,explicit,1,69b20290bca3af0cede993d424aec0e140e364e6363fb3cb333b2f862bfbe40c,3527730
50% increased Rarity of Items found,explicit,1,69b20290bca3af0cede993d424aec0e140e364e6363fb3cb333b2f862bfbe40c,3527730
60% increased Rarity of Items Dropped by Slain Rare or Unique Enemies,explicit,1,69b20290bca3af0cede993d424aec0e140e364e6363fb3cb333b2f862bfbe40c,3527730
8% of Physical Damage from Hits taken as Fire Damage,crafted,1,69b20290bca3af0cede993d424aec0e140e364e6363fb3cb333b2f862bfbe40c,3527730
Trigger Commandment of Reflection when Hit,enchant,1,ccba17fc345d1e7f8a35309eafedc39aec2a249cd44ce1ad50c0a8f3888fcbe1,3527730
"Inflict Cold Exposure on Hit, applying -14% to Cold Resistance",implicit,1,ccba17fc345d1e7f8a35309eafedc39aec2a249cd44ce1ad50c0a8f3888fcbe1,3527730
Gain 1 Rage on Hit with Attacks,implicit,1,ccba17fc345d1e7f8a35309eafedc39aec2a249cd44ce1ad50c0a8f3888fcbe1,3527730
+93 to maximum Life,explicit,1,ccba17fc345d1e7f8a35309eafedc39aec2a249cd44ce1ad50c0a8f3888fcbe1,3527730
18% increased Rarity of Items found,explicit,1,ccba17fc345d1e7f8a35309eafedc39aec2a249cd44ce1ad50c0a8f3888fcbe1,3527730
+46% to Cold Resistance,explicit,1,ccba17fc345d1e7f8a35309eafedc39aec2a249cd44ce1ad50c0a8f3888fcbe1,3527730
+35% to Chaos Resistance,explicit,1,ccba17fc345d1e7f8a35309eafedc39aec2a249cd44ce1ad50c0a8f3888fcbe1,3527730
35% of Physical Damage Converted to Cold Damage,explicit,1,ccba17fc345d1e7f8a35309eafedc39aec2a249cd44ce1ad50c0a8f3888fcbe1,3527730
50% increased Damage with Hits against Chilled Enemies,explicit,1,ccba17fc345d1e7f8a35309eafedc39aec2a249cd44ce1ad50c0a8f3888fcbe1,3527730
20% increased Quantity of Items found,fractured,1,ccba17fc345d1e7f8a35309eafedc39aec2a249cd44ce1ad50c0a8f3888fcbe1,3527730
Trigger Commandment of Reflection when Hit,enchant,1,07000071dcbad71514ee5da8eb0911b084905b4ea55d18fc3eda1c0283775c16,3527730
25% of Physical Damage Converted to Cold Damage,implicit,1,07000071dcbad71514ee5da8eb0911b084905b4ea55d18fc3eda1c0283775c16,3527730
Gain 1 Rage on Hit with Attacks,implicit,1,07000071dcbad71514ee5da8eb0911b084905b4ea55d18fc3eda1c0283775c16,3527730
16% increased Attack Speed,explicit,1,07000071dcbad71514ee5da8eb0911b084905b4ea55d18fc3eda1c0283775c16,3527730
+48% to Lightning Resistance,explicit,1,07000071dcbad71514ee5da8eb0911b084905b4ea55d18fc3eda1c0283775c16,3527730
35% of Physical Damage Converted to Cold Damage,explicit,1,07000071dcbad71514ee5da8eb0911b084905b4ea55d18fc3eda1c0283775c16,3527730
+96 to maximum Life,fractured,1,07000071dcbad71514ee5da8eb0911b084905b4ea55d18fc3eda1c0283775c16,3527730
20% increased Quantity of Items found,fractured,1,07000071dcbad71514ee5da8eb0911b084905b4ea55d18fc3eda1c0283775c16,3527730
30% increased Rarity of Items found during any Flask Effect,fractured,1,07000071dcbad71514ee5da8eb0911b084905b4ea55d18fc3eda1c0283775c16,3527730
Trigger Commandment of Blades on Hit,enchant,1,98b128ead029d5169a975b4102a2a8d3ef19db13701c4cf3b24670f2efa80e4b,3527730
30% of Physical Damage Converted to Cold Damage,implicit,1,98b128ead029d5169a975b4102a2a8d3ef19db13701c4cf3b24670f2efa80e4b,3527730
Gain 1 Rage on Hit with Attacks,implicit,1,98b128ead029d5169a975b4102a2a8d3ef19db13701c4cf3b24670f2efa80e4b,3527730
Has 1 Abyssal Socket,explicit,1,98b128ead029d5169a975b4102a2a8d3ef19db13701c4cf3b24670f2efa80e4b,3527730
+89 to maximum Life,explicit,1,98b128ead029d5169a975b4102a2a8d3ef19db13701c4cf3b24670f2efa80e4b,3527730
20% increased Quantity of Items found,explicit,1,98b128ead029d5169a975b4102a2a8d3ef19db13701c4cf3b24670f2efa80e4b,3527730
35% of Physical Damage Converted to Cold Damage,explicit,1,98b128ead029d5169a975b4102a2a8d3ef19db13701c4cf3b24670f2efa80e4b,3527730
+22% chance to Suppress Spell Damage,fractured,1,98b128ead029d5169a975b4102a2a8d3ef19db13701c4cf3b24670f2efa80e4b,3527730
30% increased Rarity of Items found during any Flask Effect,fractured,1,98b128ead029d5169a975b4102a2a8d3ef19db13701c4cf3b24670f2efa80e4b,3527730
Trigger Commandment of Fury on Hit,enchant,1,7fd352dd4d83b9e15f180b2803475445c77c943798703eabce785b3f19c0c81d,3527730
35% of Physical Damage Converted to Cold Damage,implicit,1,7fd352dd4d83b9e15f180b2803475445c77c943798703eabce785b3f19c0c81d,3527730
Gain 1 Rage on Hit with Attacks,implicit,1,7fd352dd4d83b9e15f180b2803475445c77c943798703eabce785b3f19c0c81d,3527730
+96 to maximum Life,explicit,1,7fd352dd4d83b9e15f180b2803475445c77c943798703eabce785b3f19c0c81d,3527730
32% increased Rarity of Items found,explicit,1,7fd352dd4d83b9e15f180b2803475445c77c943798703eabce785b3f19c0c81d,3527730
+22% chance to Suppress Spell Damage,fractured,1,7fd352dd4d83b9e15f180b2803475445c77c943798703eabce785b3f19c0c81d,3527730
20% increased Quantity of Items found,fractured,1,7fd352dd4d83b9e15f180b2803475445c77c943798703eabce785b3f19c0c81d,3527730
40% increased Damage during any Flask Effect,fractured,1,7fd352dd4d83b9e15f180b2803475445c77c943798703eabce785b3f19c0c81d,3527730
Trigger Commandment of Fury on Hit,enchant,1,c26044226d9d44f2fc0d5dd564cde86e466aa21ef12aa150882d246fd55ffb55,3527730
Minions deal 16% increased Damage,implicit,1,c26044226d9d44f2fc0d5dd564cde86e466aa21ef12aa150882d246fd55ffb55,3527730
+2 to Level of Socketed AoE Gems,explicit,1,c26044226d9d44f2fc0d5dd564cde86e466aa21ef12aa150882d246fd55ffb55,3527730
18% increased Attack Speed,explicit,1,c26044226d9d44f2fc0d5dd564cde86e466aa21ef12aa150882d246fd55ffb55,3527730
+49 to maximum Energy Shield,explicit,1,c26044226d9d44f2fc0d5dd564cde86e466aa21ef12aa150882d246fd55ffb55,3527730
14% increased Rarity of Items found,explicit,1,c26044226d9d44f2fc0d5dd564cde86e466aa21ef12aa150882d246fd55ffb55,3527730
8% increased Area of Effect,explicit,1,c26044226d9d44f2fc0d5dd564cde86e466aa21ef12aa150882d246fd55ffb55,3527730
131% increased Energy Shield,fractured,1,c26044226d9d44f2fc0d5dd564cde86e466aa21ef12aa150882d246fd55ffb55,3527730
20% increased Quantity of Items found,fractured,1,c26044226d9d44f2fc0d5dd564cde86e466aa21ef12aa150882d246fd55ffb55,3527730
16% increased Attack and Cast Speed if you've Killed Recently,enchant,1,2a19288a6ccde7abe938304af62025729e5196445c7774c901dc0f0ebc88dc80,3527730
Gain 6% of Physical Damage as Extra Cold Damage,implicit,1,2a19288a6ccde7abe938304af62025729e5196445c7774c901dc0f0ebc88dc80,3527730
6% increased Action Speed,implicit,1,2a19288a6ccde7abe938304af62025729e5196445c7774c901dc0f0ebc88dc80,3527730
+92 to maximum Life,explicit,1,2a19288a6ccde7abe938304af62025729e5196445c7774c901dc0f0ebc88dc80,3527730
18% increased Rarity of Items found,explicit,1,2a19288a6ccde7abe938304af62025729e5196445c7774c901dc0f0ebc88dc80,3527730
+35% to Chaos Resistance,explicit,1,2a19288a6ccde7abe938304af62025729e5196445c7774c901dc0f0ebc88dc80,3527730
30% increased Movement Speed,explicit,1,2a19288a6ccde7abe938304af62025729e5196445c7774c901dc0f0ebc88dc80,3527730
16% chance to gain Onslaught for 4 seconds on Kill,explicit,1,2a19288a6ccde7abe938304af62025729e5196445c7774c901dc0f0ebc88dc80,3527730
+22% chance to Suppress Spell Damage,fractured,1,2a19288a6ccde7abe938304af62025729e5196445c7774c901dc0f0ebc88dc80,3527730
20% increased Quantity of Items found,fractured,1,2a19288a6ccde7abe938304af62025729e5196445c7774c901dc0f0ebc88dc80,3527730
16% increased Attack and Cast Speed if you've Killed Recently,enchant,1,0a9f30a9b74bb3e5d9432a3432e328ee3f58363691dbf87a0f74cb0050fb919a,3527730
Gain 6% of Physical Damage as Extra Cold Damage,implicit,1,0a9f30a9b74bb3e5d9432a3432e328ee3f58363691dbf87a0f74cb0050fb919a,3527730
6% increased Action Speed,implicit,1,0a9f30a9b74bb3e5d9432a3432e328ee3f58363691dbf87a0f74cb0050fb919a,3527730
+22% chance to Suppress Spell Damage,explicit,1,0a9f30a9b74bb3e5d9432a3432e328ee3f58363691dbf87a0f74cb0050fb919a,3527730
20% increased Quantity of Items found,explicit,1,0a9f30a9b74bb3e5d9432a3432e328ee3f58363691dbf87a0f74cb0050fb919a,3527730
14% increased Rarity of Items found,explicit,1,0a9f30a9b74bb3e5d9432a3432e328ee3f58363691dbf87a0f74cb0050fb919a,3527730
+35% to Chaos Resistance,explicit,1,0a9f30a9b74bb3e5d9432a3432e328ee3f58363691dbf87a0f74cb0050fb919a,3527730
30% increased Movement Speed,explicit,1,0a9f30a9b74bb3e5d9432a3432e328ee3f58363691dbf87a0f74cb0050fb919a,3527730
16% chance to gain Onslaught for 4 seconds on Kill,explicit,1,0a9f30a9b74bb3e5d9432a3432e328ee3f58363691dbf87a0f74cb0050fb919a,3527730
+89 to maximum Life,fractured,1,0a9f30a9b74bb3e5d9432a3432e328ee3f58363691dbf87a0f74cb0050fb919a,3527730
16% increased Attack and Cast Speed if you've Killed Recently,enchant,1,1175acff4086197a7811b5c4445d223a883d2d4bb2c6626513eb63b45091af63,3527730
29% chance to Avoid Elemental Ailments,implicit,1,1175acff4086197a7811b5c4445d223a883d2d4bb2c6626513eb63b45091af63,3527730
6% increased Action Speed,implicit,1,1175acff4086197a7811b5c4445d223a883d2d4bb2c6626513eb63b45091af63,3527730
+22% chance to Suppress Spell Damage,explicit,1,1175acff4086197a7811b5c4445d223a883d2d4bb2c6626513eb63b45091af63,3527730
+89 to maximum Life,explicit,1,1175acff4086197a7811b5c4445d223a883d2d4bb2c6626513eb63b45091af63,3527730
20% increased Quantity of Items found,explicit,1,1175acff4086197a7811b5c4445d223a883d2d4bb2c6626513eb63b45091af63,3527730
35% chance to Avoid Elemental Ailments,explicit,1,1175acff4086197a7811b5c4445d223a883d2d4bb2c6626513eb63b45091af63,3527730
30% increased Movement Speed,fractured,1,1175acff4086197a7811b5c4445d223a883d2d4bb2c6626513eb63b45091af63,3527730
100% chance to Avoid being Chilled,fractured,1,1175acff4086197a7811b5c4445d223a883d2d4bb2c6626513eb63b45091af63,3527730
100% chance to Avoid being Frozen,crafted,1,1175acff4086197a7811b5c4445d223a883d2d4bb2c6626513eb63b45091af63,3527730
16% increased Attack and Cast Speed if you've Killed Recently,enchant,1,91c55fdc2bad28b1ce160c61f6b5faf1ff2ec74273f48e800f2978c843465a96,3527730
Gain 6% of Physical Damage as Extra Cold Damage,implicit,1,91c55fdc2bad28b1ce160c61f6b5faf1ff2ec74273f48e800f2978c843465a96,3527730
6% increased Action Speed,implicit,1,91c55fdc2bad28b1ce160c61f6b5faf1ff2ec74273f48e800f2978c843465a96,3527730
+89 to maximum Life,explicit,1,91c55fdc2bad28b1ce160c61f6b5faf1ff2ec74273f48e800f2978c843465a96,3527730
20% increased Quantity of Items found,explicit,1,91c55fdc2bad28b1ce160c61f6b5faf1ff2ec74273f48e800f2978c843465a96,3527730
30% increased Movement Speed,explicit,1,91c55fdc2bad28b1ce160c61f6b5faf1ff2ec74273f48e800f2978c843465a96,3527730
35% chance to Avoid Elemental Ailments,explicit,1,91c55fdc2bad28b1ce160c61f6b5faf1ff2ec74273f48e800f2978c843465a96,3527730
100% chance to Avoid being Chilled,explicit,1,91c55fdc2bad28b1ce160c61f6b5faf1ff2ec74273f48e800f2978c843465a96,3527730
+35% to Chaos Resistance,fractured,1,91c55fdc2bad28b1ce160c61f6b5faf1ff2ec74273f48e800f2978c843465a96,3527730
100% chance to Avoid being Frozen,crafted,1,91c55fdc2bad28b1ce160c61f6b5faf1ff2ec74273f48e800f2978c843465a96,3527730
16% increased Attack and Cast Speed if you've Killed Recently,enchant,1,7f3843d150209b4b2cdae26c09487f84862ddd593398c6d9c098e0332dd9a804,3527730
29% increased Cooldown Recovery Rate of Travel Skills,implicit,1,7f3843d150209b4b2cdae26c09487f84862ddd593398c6d9c098e0332dd9a804,3527730
6% increased Action Speed,implicit,1,7f3843d150209b4b2cdae26c09487f84862ddd593398c6d9c098e0332dd9a804,3527730
Has 1 Abyssal Socket,explicit,1,7f3843d150209b4b2cdae26c09487f84862ddd593398c6d9c098e0332dd9a804,3527730
+89 to maximum Life,explicit,1,7f3843d150209b4b2cdae26c09487f84862ddd593398c6d9c098e0332dd9a804,3527730
+35% to Chaos Resistance,explicit,1,7f3843d150209b4b2cdae26c09487f84862ddd593398c6d9c098e0332dd9a804,3527730
30% increased Movement Speed,explicit,1,7f3843d150209b4b2cdae26c09487f84862ddd593398c6d9c098e0332dd9a804,3527730
15% chance to gain Onslaught for 4 seconds on Kill,explicit,1,7f3843d150209b4b2cdae26c09487f84862ddd593398c6d9c098e0332dd9a804,3527730
20% increased Quantity of Items found,fractured,1,7f3843d150209b4b2cdae26c09487f84862ddd593398c6d9c098e0332dd9a804,3527730
60% increased Damage with Hits and Ailments against Cursed Enemies,fractured,1,7f3843d150209b4b2cdae26c09487f84862ddd593398c6d9c098e0332dd9a804,3527730
16% increased Attack and Cast Speed if you've Killed Recently,enchant,1,4eafd1ff80020df96bd1e5be521a1032a2344ee0a6c333ad79950177ef3be059,3527730
29% increased Cooldown Recovery Rate of Travel Skills,implicit,1,4eafd1ff80020df96bd1e5be521a1032a2344ee0a6c333ad79950177ef3be059,3527730
6% increased Action Speed,implicit,1,4eafd1ff80020df96bd1e5be521a1032a2344ee0a6c333ad79950177ef3be059,3527730
+96 to maximum Life,explicit,1,4eafd1ff80020df96bd1e5be521a1032a2344ee0a6c333ad79950177ef3be059,3527730
+35% to Chaos Resistance,explicit,1,4eafd1ff80020df96bd1e5be521a1032a2344ee0a6c333ad79950177ef3be059,3527730
35% increased Movement Speed,explicit,1,4eafd1ff80020df96bd1e5be521a1032a2344ee0a6c333ad79950177ef3be059,3527730
+22% chance to Suppress Spell Damage,fractured,1,4eafd1ff80020df96bd1e5be521a1032a2344ee0a6c333ad79950177ef3be059,3527730
+25 to maximum Life,fractured,1,4eafd1ff80020df96bd1e5be521a1032a2344ee0a6c333ad79950177ef3be059,3527730
3% increased maximum Life,fractured,1,4eafd1ff80020df96bd1e5be521a1032a2344ee0a6c333ad79950177ef3be059,3527730
20% increased Quantity of Items found,fractured,1,4eafd1ff80020df96bd1e5be521a1032a2344ee0a6c333ad79950177ef3be059,3527730
Damage Penetrates 10% of Enemy Elemental Resistances if you haven't Killed Recently,enchant,1,74339c18ccc6f0ed2910e8438a93753c5de93297a85ddb03dc08ea722ed499b2,3527730
29% chance to Avoid Elemental Ailments,implicit,1,74339c18ccc6f0ed2910e8438a93753c5de93297a85ddb03dc08ea722ed499b2,3527730
6% increased Action Speed,implicit,1,74339c18ccc6f0ed2910e8438a93753c5de93297a85ddb03dc08ea722ed499b2,3527730
Has 1 Abyssal Socket,explicit,1,74339c18ccc6f0ed2910e8438a93753c5de93297a85ddb03dc08ea722ed499b2,3527730
+22% chance to Suppress Spell Damage,explicit,1,74339c18ccc6f0ed2910e8438a93753c5de93297a85ddb03dc08ea722ed499b2,3527730
+89 to maximum Life,explicit,1,74339c18ccc6f0ed2910e8438a93753c5de93297a85ddb03dc08ea722ed499b2,3527730
30% increased Movement Speed,explicit,1,74339c18ccc6f0ed2910e8438a93753c5de93297a85ddb03dc08ea722ed499b2,3527730
12% increased Movement Speed if you haven't been Hit Recently,explicit,1,74339c18ccc6f0ed2910e8438a93753c5de93297a85ddb03dc08ea722ed499b2,3527730
20% increased Quantity of Items found,fractured,1,74339c18ccc6f0ed2910e8438a93753c5de93297a85ddb03dc08ea722ed499b2,3527730
